,Unnamed: 0,unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,resolution_description,resolution_action_updated_date,bridge_highway_name,bridge_highway_segment,closed_date,road_ramp,facility_type,bridge_highway_direction,taxi_company_borough,taxi_pick_up_location,vehicle_type,due_date
2048,593474,53383985,2022-02-15T13:41:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10027,3163 BROADWAY,BROADWAY,LA SALLE ST,TIEMANN PL,,,ADDRESS,NEW YORK,,Closed,09 MANHATTAN,1019930092.0,MANHATTAN,995729,236337,ONLINE,Unspecified,MANHATTAN,40.81535873810319,-73.95852977707837,"{'latitude': '40.815358738103185', 'longitude': '-73.95852977707837', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12424.0,37,4,23,17,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-16T11:06:00.000,,,2022-02-16T11:06:00.000,,,,,,,
2050,593531,53374253,2022-02-15T13:35:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10013,335 GREENWICH STREET,GREENWICH STREET,DUANE ST,JAY ST,,,ADDRESS,NEW YORK,,Closed,01 MANHATTAN,1001430021.0,MANHATTAN,981323,200841,ONLINE,Unspecified,MANHATTAN,40.717938396793095,-74.01055892617467,"{'latitude': '40.717938396793095', 'longitude': '-74.01055892617467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12076.0,56,4,32,1,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-16T11:06:00.000,,,2022-02-16T11:06:00.000,,,,,,,
2058,593657,53383878,2022-02-15T13:20:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10013,46 MULBERRY STREET,MULBERRY STREET,MOSCO ST,BEND,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1001640009.0,MANHATTAN,984350,199814,ONLINE,Unspecified,MANHATTAN,40.71512001150538,-73.99963927298712,"{'latitude': '40.71512001150538', 'longitude': '-73.99963927298712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12076.0,70,4,32,2,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-16T11:08:00.000,,,2022-02-16T11:08:00.000,,,,,,,
2061,593689,53383943,2022-02-15T13:17:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10002,349 GRAND STREET,GRAND STREET,LUDLOW ST,ESSEX ST,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1003100017.0,MANHATTAN,987156,200433,ONLINE,Unspecified,MANHATTAN,40.71681854161019,-73.98951700583845,"{'latitude': '40.71681854161019', 'longitude': '-73.98951700583845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11723.0,70,4,32,4,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-16T14:16:00.000,,,2022-02-16T14:16:00.000,,,,,,,
2069,593914,53381207,2022-02-15T12:52:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10002,203 RIVINGTON STREET,RIVINGTON STREET,RIDGE ST,PITT ST,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1003430050.0,MANHATTAN,988941,201033,ONLINE,Unspecified,MANHATTAN,40.71846463117387,-73.98307744654677,"{'latitude': '40.71846463117387', 'longitude': '-73.98307744654677', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11723.0,70,4,32,4,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-15T15:34:00.000,,,2022-02-15T15:34:00.000,,,,,,,
2073,593949,53375776,2022-02-15T12:49:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10013,3 DOYERS STREET,DOYERS STREET,BEND,BEND,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1001620033.0,MANHATTAN,984905,199441,ONLINE,Unspecified,MANHATTAN,40.71409619193595,-73.99763727435813,"{'latitude': '40.71409619193595', 'longitude': '-73.99763727435813', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12076.0,70,4,32,2,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-15T15:34:00.000,,,2022-02-15T15:34:00.000,,,,,,,
2082,594206,53383918,2022-02-15T12:24:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10013,135 MOTT STREET,MOTT STREET,HESTER ST,GRAND ST,,,ADDRESS,NEW YORK,,Closed,02 MANHATTAN,1002370023.0,MANHATTAN,985146,201027,ONLINE,Unspecified,MANHATTAN,40.71844936094145,-73.9967677245088,"{'latitude': '40.71844936094145', 'longitude': '-73.9967677245088', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12076.0,57,4,32,2,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-15T15:33:00.000,,,2022-02-15T15:33:00.000,,,,,,,
2084,594279,53379866,2022-02-15T12:18:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10002,165 HENRY STREET,HENRY STREET,RUTGERS ST,JEFFERSON ST,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1002847502.0,MANHATTAN,987220,199210,ONLINE,Unspecified,MANHATTAN,40.71346167779932,-73.98928667424147,"{'latitude': '40.713461677799316', 'longitude': '-73.98928667424147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11723.0,70,4,32,4,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-15T15:33:00.000,,,2022-02-15T15:33:00.000,,,,,,,
2087,594365,53377216,2022-02-15T12:12:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10002,139 ELDRIDGE STREET,ELDRIDGE STREET,BROOME ST,DELANCEY ST,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1004190065.0,MANHATTAN,986615,201280,ONLINE,Unspecified,MANHATTAN,40.71914351436466,-73.99146829111167,"{'latitude': '40.71914351436466', 'longitude': '-73.99146829111167', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11723.0,70,4,32,2,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-15T15:33:00.000,,,2022-02-15T15:33:00.000,,,,,,,
2132,602831,53367839,2022-02-14T14:26:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10031,587 RIVERSIDE DRIVE,RIVERSIDE DRIVE,W 135 ST,W 136 ST,,,ADDRESS,NEW YORK,,Closed,09 MANHATTAN,1020020101.0,MANHATTAN,996174,238608,ONLINE,Unspecified,MANHATTAN,40.82159140420057,-73.95691808919959,"{'latitude': '40.82159140420057', 'longitude': '-73.95691808919959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12428.0,37,4,23,19,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-15T12:52:00.000,,,2022-02-15T12:52:00.000,,,,,,,
2138,603255,53367840,2022-02-14T13:32:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10037,10 WEST  135 STREET,WEST  135 STREET,5 AVE,LENOX TERRACE PL,,,ADDRESS,NEW YORK,,Closed,10 MANHATTAN,1017300045.0,MANHATTAN,1001358,235471,ONLINE,Unspecified,MANHATTAN,40.81297270285091,-73.93819608236085,"{'latitude': '40.81297270285091', 'longitude': '-73.93819608236085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13095.0,18,4,36,20,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-15T11:19:00.000,,,2022-02-15T11:19:00.000,,,,,,,
2162,607824,53366442,2022-02-14T01:02:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10037,10 EAST  138 STREET,EAST  138 STREET,5 AVE,HARLEM RIVER DRIVE SERVICE RD W,,,ADDRESS,NEW YORK,,Closed,11 MANHATTAN,1017600001.0,MANHATTAN,1002336,235836,ONLINE,Unspecified,MANHATTAN,40.81397257767932,-73.9346620026456,"{'latitude': '40.81397257767932', 'longitude': '-73.9346620026456', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13095.0,7,4,36,16,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-14T13:48:00.000,,,2022-02-14T13:48:00.000,,,,,,,
2202,620527,53352009,2022-02-12T12:59:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10013,5 WORTH STREET,WORTH STREET,HUDSON ST,W BROADWAY,,,ADDRESS,NEW YORK,,Closed,01 MANHATTAN,1001797504.0,MANHATTAN,981880,200909,PHONE,Unspecified,MANHATTAN,40.71812520721168,-74.00854961570008,"{'latitude': '40.71812520721168', 'longitude': '-74.00854961570008', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12076.0,56,4,32,1,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-14T12:09:00.000,,,2022-02-14T12:09:00.000,,,,,,,
2217,626645,53338878,2022-02-11T20:37:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10026,2098 8 AVENUE,8 AVENUE,W 113 ST,W 114 ST,,,ADDRESS,NEW YORK,,Closed,10 MANHATTAN,1018297501.0,MANHATTAN,996282,231761,ONLINE,Unspecified,MANHATTAN,40.80279815154175,-73.95654015432075,"{'latitude': '40.80279815154175', 'longitude': '-73.95654015432075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12423.0,18,4,36,18,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-14T12:08:00.000,,,2022-02-14T12:08:00.000,,,,,,,
2246,629405,53334254,2022-02-11T14:03:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10031,456 WEST  148 STREET,WEST  148 STREET,CONVENT AVE,AMSTERDAM AVE,,,ADDRESS,NEW YORK,,Closed,09 MANHATTAN,1020620054.0,MANHATTAN,999383,240498,ONLINE,Unspecified,MANHATTAN,40.82677400202115,-73.94531957803811,"{'latitude': '40.82677400202115', 'longitude': '-73.94531957803811', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12428.0,37,4,23,19,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-14T12:07:00.000,,,2022-02-14T12:07:00.000,,,,,,,
2247,629644,53344418,2022-02-11T13:29:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10032,424 WEST  160 STREET,WEST  160 STREET,JUMEL TER,ST NICHOLAS AVE,,,ADDRESS,NEW YORK,,Closed,12 MANHATTAN,1021090028.0,MANHATTAN,1001009,243217,ONLINE,Unspecified,MANHATTAN,40.83423394009393,-73.93943752359053,"{'latitude': '40.83423394009393', 'longitude': '-73.93943752359053', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13090.0,47,4,39,21,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-14T12:07:00.000,,,2022-02-14T12:07:00.000,,,,,,,
2252,630155,53340214,2022-02-11T12:30:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10009,347 EAST   10 STREET,EAST   10 STREET,AVENUE B,AVENUE C,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1003930001.0,MANHATTAN,989919,204043,ONLINE,Unspecified,MANHATTAN,40.72672578035935,-73.97954682407006,"{'latitude': '40.72672578035935', 'longitude': '-73.97954682407006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11729.0,70,4,50,5,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-11T13:24:00.000,,,2022-02-11T13:24:00.000,,,,,,,
2256,630693,53338851,2022-02-11T11:49:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10002,120 BARUCH DRIVE,BARUCH DRIVE,BEND,E HOUSTON ST,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1003230001.0,MANHATTAN,990806,202325,ONLINE,Unspecified,MANHATTAN,40.72200967421765,-73.97634829194183,"{'latitude': '40.72200967421765', 'longitude': '-73.97634829194183', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11729.0,70,4,50,5,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-11T13:24:00.000,,,2022-02-11T13:24:00.000,,,,,,,
2278,633176,53338852,2022-02-11T07:05:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10030,249 WEST  138 STREET,WEST  138 STREET,ADAM CLAYTON POWELL JR BLVD,FREDERICK DOUGLASS BLVD,,,ADDRESS,NEW YORK,,Closed,10 MANHATTAN,1020240011.0,MANHATTAN,999551,237394,ONLINE,Unspecified,MANHATTAN,40.81825411294382,-73.94471961785578,"{'latitude': '40.81825411294382', 'longitude': '-73.94471961785578', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12427.0,18,4,36,20,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-11T13:10:00.000,,,2022-02-11T13:10:00.000,,,,,,,
2304,634871,53328375,2022-02-10T21:20:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10031,601 WEST  140 STREET,WEST  140 STREET,BROADWAY,RIVERSIDE DR,,,ADDRESS,NEW YORK,,Closed,09 MANHATTAN,1020880029.0,MANHATTAN,997212,239283,ONLINE,Unspecified,MANHATTAN,40.82344262567558,-73.95316644856696,"{'latitude': '40.82344262567558', 'longitude': '-73.95316644856696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12428.0,37,4,23,19,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-11T13:08:00.000,,,2022-02-11T13:08:00.000,,,,,,,
2305,634903,53328404,2022-02-10T21:14:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10035,2066 5 AVENUE,5 AVENUE,E 127 ST,E 128 ST,,,ADDRESS,NEW YORK,,Closed,10 MANHATTAN,1017257505.0,MANHATTAN,1000545,233649,ONLINE,Unspecified,MANHATTAN,40.80797335686978,-73.94113752715678,"{'latitude': '40.80797335686978', 'longitude': '-73.94113752715678', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12424.0,18,4,36,20,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-11T13:08:00.000,,,2022-02-11T13:08:00.000,,,,,,,
2311,635639,53333620,2022-02-10T19:22:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10026,1400 5 AVENUE,5 AVENUE,E 115 ST,E 116 ST,,,ADDRESS,NEW YORK,,Closed,10 MANHATTAN,1015997501.0,MANHATTAN,998968,230801,ONLINE,Unspecified,MANHATTAN,40.80015914885864,-73.94684037039517,"{'latitude': '40.80015914885864', 'longitude': '-73.94684037039517', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12426.0,18,4,36,18,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-11T13:08:00.000,,,2022-02-11T13:08:00.000,,,,,,,
2320,637847,53329778,2022-02-10T14:46:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10032,535 EDGECOMBE AVENUE,EDGECOMBE AVENUE,W 158 ST,W 159 ST,,,ADDRESS,NEW YORK,,Closed,12 MANHATTAN,1021080027.0,MANHATTAN,1001017,242805,ONLINE,Unspecified,MANHATTAN,40.83310310391468,-73.93940964360215,"{'latitude': '40.83310310391468', 'longitude': '-73.93940964360215', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13090.0,47,4,23,21,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-11T13:08:00.000,,,2022-02-11T13:08:00.000,,,,,,,
2333,638681,53332417,2022-02-10T13:12:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10039,210T WEST  153 STREET,WEST  153 STREET,7 AVE,DEAD END,,,ADDRESS,NEW YORK,,Closed,10 MANHATTAN,1020370011.0,MANHATTAN,1001977,240547,ONLINE,Unspecified,MANHATTAN,40.8269036677528,-73.93594649094929,"{'latitude': '40.8269036677528', 'longitude': '-73.93594649094929', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13097.0,18,4,36,20,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-11T13:07:00.000,,,2022-02-11T13:07:00.000,,,,,,,
2336,639280,53329725,2022-02-10T12:05:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10009,212 AVENUE B,AVENUE B,E 12 ST,E 13 ST,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1004067501.0,MANHATTAN,990167,204727,ONLINE,Unspecified,MANHATTAN,40.72860303117704,-73.9786514638717,"{'latitude': '40.72860303117704', 'longitude': '-73.9786514638717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11729.0,70,4,50,5,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-11T13:07:00.000,,,2022-02-11T13:07:00.000,,,,,,,
2363,650884,53311733,2022-02-08T23:08:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10002,457 FRANKLIN D ROOSEVELT DRIVE,FRANKLIN D ROOSEVELT DRIVE,CHERRY ST,FDR DRIVE EXIT 4 SB,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1002630008.0,MANHATTAN,990420,199031,ONLINE,Unspecified,MANHATTAN,40.71296871258188,-73.97774386141268,"{'latitude': '40.71296871258188', 'longitude': '-73.97774386141268', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11723.0,70,4,50,4,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-09T11:03:00.000,,,2022-02-09T11:03:00.000,,,,,,,
2370,652831,53310421,2022-02-08T18:00:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10002,250 BROOME STREET,BROOME STREET,LUDLOW ST,ORCHARD ST,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1004090029.0,MANHATTAN,987088,200860,ONLINE,Unspecified,MANHATTAN,40.71799057622838,-73.98976212642991,"{'latitude': '40.71799057622838', 'longitude': '-73.98976212642991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11723.0,70,4,32,4,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-09T11:02:00.000,,,2022-02-09T11:02:00.000,,,,,,,
2373,653871,53309201,2022-02-08T15:33:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10039,129 WEST  147 STREET,WEST  147 STREET,ESPLANADE GDNS PLZA,ADAM CLAYTON POWELL JR BLVD,,,ADDRESS,NEW YORK,,Closed,10 MANHATTAN,1020160050.0,MANHATTAN,1001593,238981,PHONE,Unspecified,MANHATTAN,40.82260620608644,-73.93733805710924,"{'latitude': '40.82260620608644', 'longitude': '-73.93733805710924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13097.0,18,4,36,20,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-09T11:02:00.000,,,2022-02-09T11:02:00.000,,,,,,,
2393,660543,53302605,2022-02-07T18:06:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10009,440 EAST    6 STREET,EAST    6 STREET,1 AVE,AVENUE A,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1004327502.0,MANHATTAN,988350,203773,ONLINE,Unspecified,MANHATTAN,40.72598556243002,-73.98520778100203,"{'latitude': '40.72598556243002', 'longitude': '-73.98520778100203', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11729.0,70,4,50,5,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-08T12:26:00.000,,,2022-02-08T12:26:00.000,,,,,,,
2414,667092,53295564,2022-02-07T00:30:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10009,412 EAST   10 STREET,EAST   10 STREET,AVENUE C,SZOLD PL,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1003790015.0,MANHATTAN,990667,203626,ONLINE,Unspecified,MANHATTAN,40.7255807057983,-73.9768485138281,"{'latitude': '40.7255807057983', 'longitude': '-73.9768485138281', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11729.0,70,4,50,5,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-07T14:07:00.000,,,2022-02-07T14:07:00.000,,,,,,,
2419,668276,53289767,2022-02-06T20:09:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10026,311 WEST  111 STREET,WEST  111 STREET,FREDERICK DOUGLASS BLVD,MANHATTAN AVE,,,ADDRESS,NEW YORK,,Closed,10 MANHATTAN,1018460036.0,MANHATTAN,995874,231242,ONLINE,Unspecified,MANHATTAN,40.80137418506632,-73.95801475747669,"{'latitude': '40.801374185066315', 'longitude': '-73.95801475747669', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12423.0,18,4,36,18,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-07T14:07:00.000,,,2022-02-07T14:07:00.000,,,,,,,
2447,677204,53283992,2022-02-05T17:08:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10002,17 PIKE STREET,PIKE STREET,BEND,HENRY ST,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1002830047.0,MANHATTAN,986327,199157,ONLINE,Unspecified,MANHATTAN,40.71331646014292,-73.99250790266218,"{'latitude': '40.71331646014292', 'longitude': '-73.99250790266218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11723.0,70,4,32,4,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-07T14:06:00.000,,,2022-02-07T14:06:00.000,,,,,,,
2457,682255,53267229,2022-02-04T22:36:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10009,466 EAST   10 STREET,EAST   10 STREET,AVENUE D,F D R DR,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1003620010.0,MANHATTAN,991318,203209,ONLINE,Unspecified,MANHATTAN,40.72443564586232,-73.97450025041289,"{'latitude': '40.724435645862314', 'longitude': '-73.97450025041289', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11729.0,70,4,50,5,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-07T14:05:00.000,,,2022-02-07T14:05:00.000,,,,,,,
2458,682495,53273143,2022-02-04T21:54:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10032,884 RIVERSIDE DRIVE,RIVERSIDE DRIVE,FT WASHINGTON AVE,RIVERSIDE DR,,,ADDRESS,NEW YORK,,Closed,12 MANHATTAN,1021360106.0,MANHATTAN,999035,244344,ONLINE,Unspecified,MANHATTAN,40.83733075391628,-73.94656853762118,"{'latitude': '40.83733075391628', 'longitude': '-73.94656853762118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13090.0,47,4,23,21,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-07T14:05:00.000,,,2022-02-07T14:05:00.000,,,,,,,
2491,691847,53260695,2022-02-03T15:27:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10027,2359 8 AVENUE,8 AVENUE,W 126 ST,W 127 ST,,,ADDRESS,NEW YORK,,Closed,10 MANHATTAN,1019530033.0,MANHATTAN,997971,234821,ONLINE,Unspecified,MANHATTAN,40.81119454383511,-73.95043319660194,"{'latitude': '40.81119454383511', 'longitude': '-73.95043319660194', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12424.0,18,4,36,18,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-04T11:18:00.000,,,2022-02-04T11:18:00.000,,,,,,,
2508,694663,53256666,2022-02-03T09:25:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10009,430 EAST   20 STREET,EAST   20 STREET,BEND,20 STREET LOOP,,,ADDRESS,NEW YORK,,Closed,06 MANHATTAN,1009720001.0,MANHATTAN,990329,206720,ONLINE,Unspecified,MANHATTAN,40.73407321763703,-73.9780651672901,"{'latitude': '40.734073217637025', 'longitude': '-73.9780651672901', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11729.0,71,4,51,7,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-04T11:17:00.000,,,2022-02-04T11:17:00.000,,,,,,,
2535,701263,53248661,2022-02-02T11:17:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10009,114 EAST    1 STREET,EAST    1 STREET,1 AVE,AVENUE A,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1004290045.0,MANHATTAN,987929,202456,ONLINE,Unspecified,MANHATTAN,40.72237090186506,-73.98672740926553,"{'latitude': '40.72237090186506', 'longitude': '-73.98672740926553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11729.0,70,4,50,5,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-02-03T12:18:00.000,,,2022-02-03T12:18:00.000,,,,,,,
